,V1,V2,V3,V4,pstar
3069,STAD,Macrophage M2_QUANTISEQ,-0.238,3.4053016552773e-06,***
3070,STAD,Monocyte_QUANTISEQ,-0.096,0.0625489021678392,
3071,STAD,Neutrophil_QUANTISEQ,0.076,0.144004406620459,
3072,STAD,NK cell_QUANTISEQ,0.083,0.111004081375104,
3073,STAD,T cell CD4+ (non-regulatory)_QUANTISEQ,-0.22,1.75206287390533e-05,***
3074,STAD,T cell CD8+_QUANTISEQ,-0.006,0.909633734700691,
3075,STAD,T cell regulatory (Tregs)_QUANTISEQ,0.011,0.824770035972325,
3076,STAD,Myeloid dendritic cell_QUANTISEQ,0.046,0.37949044621327,
3077,STAD,uncharacterized cell_QUANTISEQ,0.138,0.0075555584513972,**
3078,STAD,T cell_MCPCOUNTER,-0.263,2.59192095262211e-07,***
3079,STAD,T cell CD8+_MCPCOUNTER,0.045,0.382640826496189,
3080,STAD,cytotoxicity score_MCPCOUNTER,0.06,0.249370350593299,
3081,STAD,NK cell_MCPCOUNTER,-0.022,0.675775262434937,
3082,STAD,B cell_MCPCOUNTER,-0.222,1.50406313780693e-05,***
3083,STAD,Monocyte_MCPCOUNTER,0.011,0.83051016357816,
3084,STAD,Macrophage/Monocyte_MCPCOUNTER,0.011,0.83051016357816,
3085,STAD,Myeloid dendritic cell_MCPCOUNTER,-0.267,1.56534438754944e-07,***
3086,STAD,Neutrophil_MCPCOUNTER,0.099,0.0559637816571248,
3087,STAD,Endothelial cell_MCPCOUNTER,-0.24,2.58221839681038e-06,***
3088,STAD,Myeloid dendritic cell activated_XCELL,-0.259,3.6057760807765e-07,***
3089,STAD,B cell_XCELL,-0.245,1.57749203471706e-06,***
3090,STAD,T cell CD4+ memory_XCELL,0.134,0.00970842968444162,**
3091,STAD,T cell CD4+ naive_XCELL,-0.23,7.03084267382367e-06,***
3092,STAD,T cell CD4+ (non-regulatory)_XCELL,-0.03,0.568116746312582,
3093,STAD,T cell CD4+ central memory_XCELL,-0.155,0.00259310889436689,**
3094,STAD,T cell CD4+ effector memory_XCELL,-0.155,0.00267884656059943,**
3095,STAD,T cell CD8+ naive_XCELL,0.179,0.000488269567253475,***
3096,STAD,T cell CD8+_XCELL,-0.124,0.0162680294978878,*
3097,STAD,T cell CD8+ central memory_XCELL,-0.091,0.0776784446948091,
3098,STAD,T cell CD8+ effector memory_XCELL,-0.01,0.84834227096349,
3099,STAD,Class-switched memory B cell_XCELL,-0.253,7.16617556423085e-07,***
3100,STAD,Common lymphoid progenitor_XCELL,0.371,1.22477487394901e-13,***
3101,STAD,Common myeloid progenitor_XCELL,-0.041,0.431433817783587,
3102,STAD,Myeloid dendritic cell_XCELL,-0.17,0.000986201605591207,***
3103,STAD,Endothelial cell_XCELL,-0.324,1.42590700417649e-10,***
3104,STAD,Eosinophil_XCELL,-0.261,2.90909310609756e-07,***
3105,STAD,Granulocyte-monocyte progenitor_XCELL,-0.015,0.768909865821729,
3106,STAD,Hematopoietic stem cell_XCELL,-0.49,5.08682928942988e-24,***
3107,STAD,Macrophage_XCELL,0.04,0.445518820669752,
3108,STAD,Macrophage M1_XCELL,0.021,0.689819352339692,
3109,STAD,Macrophage M2_XCELL,-0.114,0.0275911482669805,*
3110,STAD,Mast cell_XCELL,-0.001,0.985079255544009,
3111,STAD,B cell memory_XCELL,-0.297,4.74428173559664e-09,***
3112,STAD,Monocyte_XCELL,-0.114,0.0268267862129723,*
3113,STAD,B cell naive_XCELL,-0.188,0.00026475934840177,***
3114,STAD,Neutrophil_XCELL,-0.073,0.157620742565066,
3115,STAD,NK cell_XCELL,0.108,0.0372272424369701,*
3116,STAD,T cell NK_XCELL,-0.217,2.31935720471104e-05,***
3117,STAD,Plasmacytoid dendritic cell_XCELL,0.143,0.00568980718248194,**
3118,STAD,B cell plasma_XCELL,-0.133,0.00990879321840788,**
3119,STAD,T cell gamma delta_XCELL,0.168,0.0011089140340086,**
3120,STAD,T cell CD4+ Th1_XCELL,0.2,9.58673072992757e-05,***
3121,STAD,T cell CD4+ Th2_XCELL,0.486,1.46549777099903e-23,***
3122,STAD,T cell regulatory (Tregs)_XCELL,0.097,0.0598160275403328,
3123,STAD,immune score_XCELL,-0.235,4.55571464167838e-06,***
3124,STAD,stroma score_XCELL,-0.43,3.14697751554495e-18,***
3125,STAD,microenvironment score_XCELL,-0.376,5.68942004485324e-14,***
3126,STAD,B cell_EPIC,-0.213,3.38079669104934e-05,***
3127,STAD,T cell CD4+_EPIC,-0.047,0.36316933724889,
3128,STAD,T cell CD8+_EPIC,-0.044,0.397044542367066,
3129,STAD,Endothelial cell_EPIC,-0.384,1.29795823286278e-14,***
3130,STAD,Macrophage_EPIC,-0.081,0.119344430851298,
3131,STAD,NK cell_EPIC,0.052,0.313368649132854,
3132,STAD,uncharacterized cell_EPIC,0.248,1.15056135255817e-06,***
3133,TGCT,B cell_TIMER,0.269,0.00167951102128625,**
3134,TGCT,T cell CD4+_TIMER,-0.066,0.44535279931116,
3135,TGCT,T cell CD8+_TIMER,0.388,3.61570980832947e-06,***
3136,TGCT,Neutrophil_TIMER,0.069,0.427167135426184,
3137,TGCT,Macrophage_TIMER,0.298,0.000465998422160552,***
3138,TGCT,Myeloid dendritic cell_TIMER,-0.011,0.897349899351238,
3139,TGCT,B cell naive_CIBERSORT,0.457,2.94928154869103e-08,***
3140,TGCT,B cell memory_CIBERSORT,-0.129,0.13850027324443,
3141,TGCT,B cell plasma_CIBERSORT,0.144,0.0965534078572736,
3142,TGCT,T cell CD8+_CIBERSORT,0.136,0.115803835327596,
3143,TGCT,T cell CD4+ naive_CIBERSORT,-0.004,0.960206838368152,
3144,TGCT,T cell CD4+ memory resting_CIBERSORT,0.132,0.1295111293321,
3145,TGCT,T cell CD4+ memory activated_CIBERSORT,-0.009,0.919733740205767,
3146,TGCT,T cell follicular helper_CIBERSORT,0.047,0.591742224035311,
3147,TGCT,T cell regulatory (Tregs)_CIBERSORT,-0.016,0.854891988979878,
3148,TGCT,T cell gamma delta_CIBERSORT,-0.018,0.83963374460995,
3149,TGCT,NK cell resting_CIBERSORT,-0.11,0.205738733872467,
3150,TGCT,NK cell activated_CIBERSORT,0.055,0.528958989447453,
3151,TGCT,Monocyte_CIBERSORT,-0.185,0.0322836081161319,*
3152,TGCT,Macrophage M0_CIBERSORT,-0.048,0.585495285171162,
3153,TGCT,Macrophage M1_CIBERSORT,0.199,0.0211056121690999,*
3154,TGCT,Macrophage M2_CIBERSORT,-0.409,9.02772117835471e-07,***
3155,TGCT,Myeloid dendritic cell resting_CIBERSORT,-0.212,0.0138286754374075,*
3156,TGCT,Myeloid dendritic cell activated_CIBERSORT,-0.095,0.273321163705161,
3157,TGCT,Mast cell activated_CIBERSORT,-0.175,0.0433266139900552,*
3158,TGCT,Mast cell resting_CIBERSORT,-0.186,0.0310372235497848,*
3160,TGCT,Neutrophil_CIBERSORT,-0.085,0.328661650189532,
3161,TGCT,B cell naive_CIBERSORT-ABS,0.469,1.10955180967598e-08,***
3162,TGCT,B cell memory_CIBERSORT-ABS,-0.083,0.338572364541139,
3163,TGCT,B cell plasma_CIBERSORT-ABS,0.186,0.0314636080584792,*
3164,TGCT,T cell CD8+_CIBERSORT-ABS,0.077,0.373535645928923,
3165,TGCT,T cell CD4+ naive_CIBERSORT-ABS,-0.002,0.982673635028108,
3166,TGCT,T cell CD4+ memory resting_CIBERSORT-ABS,0.111,0.202269380579957,
3167,TGCT,T cell CD4+ memory activated_CIBERSORT-ABS,-0.029,0.74074369840219,
3168,TGCT,T cell follicular helper_CIBERSORT-ABS,0.101,0.244248677097285,
3169,TGCT,T cell regulatory (Tregs)_CIBERSORT-ABS,0.027,0.753113031585394,
3170,TGCT,T cell gamma delta_CIBERSORT-ABS,-0.051,0.562221421580548,
3171,TGCT,NK cell resting_CIBERSORT-ABS,-0.154,0.0765192350420622,
3172,TGCT,NK cell activated_CIBERSORT-ABS,0.023,0.78997497414345,
3173,TGCT,Monocyte_CIBERSORT-ABS,-0.189,0.0286761129073055,*
3174,TGCT,Macrophage M0_CIBERSORT-ABS,0.004,0.961962703818501,
3175,TGCT,Macrophage M1_CIBERSORT-ABS,0.125,0.151619954124575,
3176,TGCT,Macrophage M2_CIBERSORT-ABS,-0.378,6.79243816086982e-06,***
3177,TGCT,Myeloid dendritic cell resting_CIBERSORT-ABS,-0.211,0.0142110194236084,*
3178,TGCT,Myeloid dendritic cell activated_CIBERSORT-ABS,-0.121,0.162823990795927,
3179,TGCT,Mast cell activated_CIBERSORT-ABS,-0.124,0.154665623096873,
3180,TGCT,Mast cell resting_CIBERSORT-ABS,-0.211,0.0142748714382323,*
3182,TGCT,Neutrophil_CIBERSORT-ABS,-0.097,0.263963516788503,
3183,TGCT,B cell_QUANTISEQ,0.474,7.09042557377318e-09,***
3184,TGCT,Macrophage M1_QUANTISEQ,-0.191,0.0268897182701875,*
3185,TGCT,Macrophage M2_QUANTISEQ,-0.122,0.160548929962349,
3186,TGCT,Monocyte_QUANTISEQ,-0.362,1.76665958279525e-05,***
3187,TGCT,Neutrophil_QUANTISEQ,0.127,0.14237327201137,
3188,TGCT,NK cell_QUANTISEQ,-0.53,4.59260109716917e-11,***
3189,TGCT,T cell CD4+ (non-regulatory)_QUANTISEQ,-0.39,3.22563959106291e-06,***
3190,TGCT,T cell CD8+_QUANTISEQ,-0.059,0.501326819438088,
3191,TGCT,T cell regulatory (Tregs)_QUANTISEQ,-0.168,0.0526195132689501,
3192,TGCT,Myeloid dendritic cell_QUANTISEQ,0.049,0.570370834036778,
3193,TGCT,uncharacterized cell_QUANTISEQ,-0.069,0.42533256481001,
3194,TGCT,T cell_MCPCOUNTER,0.1,0.252173718660246,
3195,TGCT,T cell CD8+_MCPCOUNTER,0.142,0.10207545776271,
3196,TGCT,cytotoxicity score_MCPCOUNTER,-0.128,0.141558883309209,
3197,TGCT,NK cell_MCPCOUNTER,0.105,0.225317541061441,
3198,TGCT,B cell_MCPCOUNTER,0.134,0.121315687522774,
3199,TGCT,Monocyte_MCPCOUNTER,-0.136,0.117172759159333,
3200,TGCT,Macrophage/Monocyte_MCPCOUNTER,-0.136,0.117172759159333,
3201,TGCT,Myeloid dendritic cell_MCPCOUNTER,-0.102,0.239817788706738,
3202,TGCT,Neutrophil_MCPCOUNTER,-0.109,0.209712810435529,
3203,TGCT,Endothelial cell_MCPCOUNTER,-0.341,5.40976219191621e-05,***
3204,TGCT,Myeloid dendritic cell activated_XCELL,0.112,0.198725332527515,
3205,TGCT,B cell_XCELL,0.201,0.0197716340801082,*
3206,TGCT,T cell CD4+ memory_XCELL,0.123,0.158079690064345,
3207,TGCT,T cell CD4+ naive_XCELL,0.178,0.0398263071635724,*
3208,TGCT,T cell CD4+ (non-regulatory)_XCELL,-0.029,0.735413111966833,
3209,TGCT,T cell CD4+ central memory_XCELL,-0.389,3.35050548579035e-06,***
3210,TGCT,T cell CD4+ effector memory_XCELL,-0.073,0.403360680689175,
3211,TGCT,T cell CD8+ naive_XCELL,0.235,0.00616849759422091,**
3212,TGCT,T cell CD8+_XCELL,0.138,0.11287013311302,
3213,TGCT,T cell CD8+ central memory_XCELL,0.184,0.0328390570653312,*
3214,TGCT,T cell CD8+ effector memory_XCELL,0.021,0.811395235025748,
3215,TGCT,Class-switched memory B cell_XCELL,0.287,0.000767354321858862,***
3216,TGCT,Common lymphoid progenitor_XCELL,-0.206,0.0170173470400127,*
3217,TGCT,Common myeloid progenitor_XCELL,0.183,0.0347212585384382,*
3218,TGCT,Myeloid dendritic cell_XCELL,-0.162,0.0614628855935305,
3219,TGCT,Endothelial cell_XCELL,-0.521,1.12112401800483e-10,***
3220,TGCT,Eosinophil_XCELL,-0.181,0.0362898575470048,*
3221,TGCT,Granulocyte-monocyte progenitor_XCELL,0.086,0.324525180508307,
3222,TGCT,Hematopoietic stem cell_XCELL,-0.442,8.79499569148831e-08,***
3223,TGCT,Macrophage_XCELL,-0.155,0.0743908510177179,
3224,TGCT,Macrophage M1_XCELL,-0.243,0.00472903184288534,**
3225,TGCT,Macrophage M2_XCELL,-0.144,0.0967548515859925,
3226,TGCT,Mast cell_XCELL,0.521,1.07983769099088e-10,***
3227,TGCT,B cell memory_XCELL,0.03,0.732212317996051,
3228,TGCT,Monocyte_XCELL,-0.222,0.0100980356428113,*
3229,TGCT,B cell naive_XCELL,0.423,3.43389368633014e-07,***
3230,TGCT,Neutrophil_XCELL,-0.141,0.1039475924744,
3231,TGCT,NK cell_XCELL,0.307,0.000313229866598683,***
3232,TGCT,T cell NK_XCELL,-0.149,0.0848148355974826,
3233,TGCT,Plasmacytoid dendritic cell_XCELL,0.054,0.538323594365473,
3234,TGCT,B cell plasma_XCELL,-0.022,0.80305515046742,
3235,TGCT,T cell gamma delta_XCELL,0.008,0.931058084420675,
3236,TGCT,T cell CD4+ Th1_XCELL,-0.202,0.0192486622103799,*
3237,TGCT,T cell CD4+ Th2_XCELL,0.608,6.27495024862195e-15,***
3238,TGCT,T cell regulatory (Tregs)_XCELL,0.159,0.0665938279036886,
3239,TGCT,immune score_XCELL,0.11,0.205424601407976,
3240,TGCT,stroma score_XCELL,-0.563,1.39601751707116e-12,***
3241,TGCT,microenvironment score_XCELL,-0.069,0.425971356288275,
3242,TGCT,B cell_EPIC,0.231,0.00719753850752122,**
3243,TGCT,T cell CD4+_EPIC,0.222,0.00999933147703719,**
3244,TGCT,T cell CD8+_EPIC,0.358,2.10741146393888e-05,***
3245,TGCT,Endothelial cell_EPIC,-0.461,2.1000818275926e-08,***
3246,TGCT,Macrophage_EPIC,-0.117,0.179983485278355,
3247,TGCT,NK cell_EPIC,-0.237,0.00590366765851832,**
3248,TGCT,uncharacterized cell_EPIC,0.454,3.50472932532658e-08,***
3249,THCA,B cell_TIMER,0.176,7.05122162027125e-05,***
3250,THCA,T cell CD4+_TIMER,-0.001,0.980203878739661,
3251,THCA,T cell CD8+_TIMER,0.436,7.1861735323107e-25,***
3252,THCA,Neutrophil_TIMER,0.457,1.93865887548818e-27,***
3253,THCA,Macrophage_TIMER,0.356,1.36277314344371e-16,***
3254,THCA,Myeloid dendritic cell_TIMER,0.392,4.98975680929878e-20,***
3255,THCA,B cell naive_CIBERSORT,0.034,0.441766751386089,
3256,THCA,B cell memory_CIBERSORT,0.025,0.577756263267766,
3257,THCA,B cell plasma_CIBERSORT,-0.106,0.0167120877705786,*
3258,THCA,T cell CD8+_CIBERSORT,-0.243,2.89722201704802e-08,***
3259,THCA,T cell CD4+ naive_CIBERSORT,-0.057,0.200055085605841,
3260,THCA,T cell CD4+ memory resting_CIBERSORT,0.052,0.243279181387686,
3261,THCA,T cell CD4+ memory activated_CIBERSORT,0.033,0.454838053421525,
3262,THCA,T cell follicular helper_CIBERSORT,-0.038,0.396376847427946,
3263,THCA,T cell regulatory (Tregs)_CIBERSORT,-0.011,0.7963910698627,
3264,THCA,T cell gamma delta_CIBERSORT,-0.025,0.581752738150167,
3265,THCA,NK cell resting_CIBERSORT,-0.116,0.00899238167520732,**
3266,THCA,NK cell activated_CIBERSORT,-0.135,0.0024076907427545,**
3267,THCA,Monocyte_CIBERSORT,-0.071,0.112366267567729,
3268,THCA,Macrophage M0_CIBERSORT,0.102,0.0221275426614767,*
3269,THCA,Macrophage M1_CIBERSORT,-0.011,0.799230856910148,
3270,THCA,Macrophage M2_CIBERSORT,0.165,0.000187115156511932,***
3271,THCA,Myeloid dendritic cell resting_CIBERSORT,0.141,0.00148665314612524,**
3272,THCA,Myeloid dendritic cell activated_CIBERSORT,0.171,0.000105924838967266,***
3273,THCA,Mast cell activated_CIBERSORT,0.002,0.964168105532722,
3274,THCA,Mast cell resting_CIBERSORT,-0.099,0.0261263080418717,*
3275,THCA,Eosinophil_CIBERSORT,-0.09,0.0441669009738638,*
3276,THCA,Neutrophil_CIBERSORT,-0.015,0.737296519897136,
3277,THCA,B cell naive_CIBERSORT-ABS,0.089,0.0456657497568699,*
3278,THCA,B cell memory_CIBERSORT-ABS,0.048,0.277375200456616,
3279,THCA,B cell plasma_CIBERSORT-ABS,0.012,0.782064458705545,
3280,THCA,T cell CD8+_CIBERSORT-ABS,-0.001,0.985093769416108,
3281,THCA,T cell CD4+ naive_CIBERSORT-ABS,-0.051,0.25578658561032,
3282,THCA,T cell CD4+ memory resting_CIBERSORT-ABS,0.147,0.0008903022403968,***
3283,THCA,T cell CD4+ memory activated_CIBERSORT-ABS,0.023,0.602696845166359,
3284,THCA,T cell follicular helper_CIBERSORT-ABS,0.085,0.0549896589648939,
3285,THCA,T cell regulatory (Tregs)_CIBERSORT-ABS,0.059,0.184507533244194,
3286,THCA,T cell gamma delta_CIBERSORT-ABS,0.034,0.441131933155216,
3287,THCA,NK cell resting_CIBERSORT-ABS,-0.037,0.411756107958364,
3288,THCA,NK cell activated_CIBERSORT-ABS,0.051,0.251948851420496,
3289,THCA,Monocyte_CIBERSORT-ABS,0.098,0.028237019830748,*
3290,THCA,Macrophage M0_CIBERSORT-ABS,0.137,0.00194904049974106,**
3291,THCA,Macrophage M1_CIBERSORT-ABS,0.03,0.500536010446332,
3292,THCA,Macrophage M2_CIBERSORT-ABS,0.288,3.99115287789251e-11,***
3293,THCA,Myeloid dendritic cell resting_CIBERSORT-ABS,0.159,0.000316478570846217,***
3294,THCA,Myeloid dendritic cell activated_CIBERSORT-ABS,0.2,5.59702771356319e-06,***
3295,THCA,Mast cell activated_CIBERSORT-ABS,0.163,0.000239821493360315,***
3296,THCA,Mast cell resting_CIBERSORT-ABS,-0.016,0.71694705723273,
3297,THCA,Eosinophil_CIBERSORT-ABS,-0.059,0.184483499526149,
3298,THCA,Neutrophil_CIBERSORT-ABS,0.008,0.860832618078852,
3299,THCA,B cell_QUANTISEQ,-0.003,0.939152908506032,
3300,THCA,Macrophage M1_QUANTISEQ,0.184,3.06192844432094e-05,***
3301,THCA,Macrophage M2_QUANTISEQ,-0.075,0.0918419133963797,
3302,THCA,Monocyte_QUANTISEQ,-0.105,0.017739584590497,*
3303,THCA,Neutrophil_QUANTISEQ,0.195,9.47400272632738e-06,***
3304,THCA,NK cell_QUANTISEQ,0.093,0.0374703260060515,*
3305,THCA,T cell CD4+ (non-regulatory)_QUANTISEQ,-0.352,3.26691791395615e-16,***
3306,THCA,T cell CD8+_QUANTISEQ,0.049,0.274244046423017,
3307,THCA,T cell regulatory (Tregs)_QUANTISEQ,0.031,0.486878448832557,
3308,THCA,Myeloid dendritic cell_QUANTISEQ,-0.223,4.04929439616231e-07,***
3309,THCA,uncharacterized cell_QUANTISEQ,0.013,0.762830801416947,
3310,THCA,T cell_MCPCOUNTER,-0.064,0.147602101778003,
3311,THCA,T cell CD8+_MCPCOUNTER,0.159,0.000318852794249635,***
3312,THCA,cytotoxicity score_MCPCOUNTER,0.037,0.401883868010497,
3313,THCA,NK cell_MCPCOUNTER,-0.064,0.15209267336979,
3314,THCA,B cell_MCPCOUNTER,0.001,0.97779841236778,
3315,THCA,Monocyte_MCPCOUNTER,-0.031,0.485651605470658,
3316,THCA,Macrophage/Monocyte_MCPCOUNTER,-0.031,0.485651605470658,
3317,THCA,Myeloid dendritic cell_MCPCOUNTER,0.073,0.10191249486428,
3318,THCA,Neutrophil_MCPCOUNTER,0.427,6.92330170574092e-24,***
3319,THCA,Endothelial cell_MCPCOUNTER,-0.144,0.00120684557378192,**
3320,THCA,Myeloid dendritic cell activated_XCELL,0.027,0.546493112704401,
3321,THCA,B cell_XCELL,-0.032,0.466431702048759,
3322,THCA,T cell CD4+ memory_XCELL,0.03,0.499385058749176,
3323,THCA,T cell CD4+ naive_XCELL,-0.131,0.00318104017965088,**
3324,THCA,T cell CD4+ (non-regulatory)_XCELL,-0.027,0.537326717554464,
3325,THCA,T cell CD4+ central memory_XCELL,-0.16,0.000301515171390778,***
3326,THCA,T cell CD4+ effector memory_XCELL,-0.17,0.000118452833634731,***
3327,THCA,T cell CD8+ naive_XCELL,0.005,0.902110724523788,
3328,THCA,T cell CD8+_XCELL,-0.147,0.000919655552632803,***
3329,THCA,T cell CD8+ central memory_XCELL,-0.119,0.00756610613787199,**
3330,THCA,T cell CD8+ effector memory_XCELL,-0.237,6.62164783643053e-08,***
3331,THCA,Class-switched memory B cell_XCELL,0.078,0.0801033471016494,
3332,THCA,Common lymphoid progenitor_XCELL,0.404,2.70901091820998e-21,***
3333,THCA,Common myeloid progenitor_XCELL,-0.029,0.517828090398453,
3334,THCA,Myeloid dendritic cell_XCELL,0.105,0.0178693832819295,*
3335,THCA,Endothelial cell_XCELL,-0.368,1.0784020513819e-17,***
3336,THCA,Eosinophil_XCELL,0.185,2.85831238186205e-05,***
3337,THCA,Granulocyte-monocyte progenitor_XCELL,-0.003,0.950609020005194,
3338,THCA,Hematopoietic stem cell_XCELL,-0.13,0.00327667564847527,**
3339,THCA,Macrophage_XCELL,-0.149,0.000804807126415774,***
3340,THCA,Macrophage M1_XCELL,-0.229,1.89564933149866e-07,***
3341,THCA,Macrophage M2_XCELL,-0.291,2.36012613251428e-11,***
3342,THCA,Mast cell_XCELL,0.304,2.8818564602767e-12,***
3343,THCA,B cell memory_XCELL,-0.043,0.334377361676114,
3344,THCA,Monocyte_XCELL,-0.029,0.513742524316857,
3345,THCA,B cell naive_XCELL,0.047,0.28836018232103,
3346,THCA,Neutrophil_XCELL,0.039,0.387384679031201,
3347,THCA,NK cell_XCELL,-0.153,0.000558477862870064,***
3348,THCA,T cell NK_XCELL,-0.042,0.343829868393797,
3349,THCA,Plasmacytoid dendritic cell_XCELL,-0.253,8.09672890272726e-09,***
3350,THCA,B cell plasma_XCELL,-0.264,1.69160912027868e-09,***
3351,THCA,T cell gamma delta_XCELL,-0.123,0.00571140432607348,**
3352,THCA,T cell CD4+ Th1_XCELL,-0.398,1.08456257215446e-20,***
3353,THCA,T cell CD4+ Th2_XCELL,-0.028,0.524051376674411,
3354,THCA,T cell regulatory (Tregs)_XCELL,0.063,0.160228356956133,
3355,THCA,immune score_XCELL,-0.028,0.522702825532681,
3356,THCA,stroma score_XCELL,-0.381,5.96862672374365e-19,***
3357,THCA,microenvironment score_XCELL,-0.126,0.00455536160777633,**
3358,THCA,B cell_EPIC,-0.096,0.0316481555842551,*
3359,THCA,T cell CD4+_EPIC,0.268,9.44850594165086e-10,***
3360,THCA,T cell CD8+_EPIC,0.032,0.476510848710061,
3361,THCA,Endothelial cell_EPIC,-0.255,5.97111191529034e-09,***
3362,THCA,Macrophage_EPIC,0.076,0.0858116881887608,
3363,THCA,NK cell_EPIC,-0.031,0.484673276376032,
3364,THCA,uncharacterized cell_EPIC,-0.019,0.671368032940377,
3365,THYM,B cell_TIMER,0.694,2.00470982674812e-18,***
3366,THYM,T cell CD4+_TIMER,0.512,2.63329837403386e-09,***
3367,THYM,T cell CD8+_TIMER,0.771,1.22699493958741e-24,***
3368,THYM,Neutrophil_TIMER,0.201,0.0280984758141128,*
3369,THYM,Macrophage_TIMER,-0.001,0.987715226468409,
3370,THYM,Myeloid dendritic cell_TIMER,0.749,1.21984042209349e-22,***
3371,THYM,B cell naive_CIBERSORT,-0.106,0.251500279654043,
3372,THYM,B cell memory_CIBERSORT,-0.191,0.0376612451639566,*
3373,THYM,B cell plasma_CIBERSORT,-0.071,0.446080659795407,
3374,THYM,T cell CD8+_CIBERSORT,-0.018,0.842970005819359,
3375,THYM,T cell CD4+ naive_CIBERSORT,0.44,5.56571201868195e-07,***
3376,THYM,T cell CD4+ memory resting_CIBERSORT,0.02,0.830424588155468,
3377,THYM,T cell CD4+ memory activated_CIBERSORT,-0.329,0.000260233768952403,***
3378,THYM,T cell follicular helper_CIBERSORT,0.422,1.74121207392109e-06,***
3379,THYM,T cell regulatory (Tregs)_CIBERSORT,0.426,1.39190524586863e-06,***
3380,THYM,T cell gamma delta_CIBERSORT,-0.325,0.000313833678908559,***
3381,THYM,NK cell resting_CIBERSORT,0.071,0.44488713201091,
3382,THYM,NK cell activated_CIBERSORT,-0.419,2.09399276961761e-06,***
3383,THYM,Monocyte_CIBERSORT,0.035,0.702545999222676,
3384,THYM,Macrophage M0_CIBERSORT,-0.277,0.00228846041273574,**
3385,THYM,Macrophage M1_CIBERSORT,-0.432,9.41546762656701e-07,***
3386,THYM,Macrophage M2_CIBERSORT,-0.527,7.25038785004928e-10,***
3387,THYM,Myeloid dendritic cell resting_CIBERSORT,0.392,1.06127996729175e-05,***
3388,THYM,Myeloid dendritic cell activated_CIBERSORT,-0.104,0.259030010263737,
3389,THYM,Mast cell activated_CIBERSORT,-0.423,1.64227868896543e-06,***
3390,THYM,Mast cell resting_CIBERSORT,0,0.997240274467111,
3392,THYM,Neutrophil_CIBERSORT,0.138,0.134630455651059,
3393,THYM,B cell naive_CIBERSORT-ABS,-0.098,0.290361132339821,
3394,THYM,B cell memory_CIBERSORT-ABS,-0.146,0.113291710146622,
3395,THYM,B cell plasma_CIBERSORT-ABS,-0.131,0.155146669085113,
3396,THYM,T cell CD8+_CIBERSORT-ABS,-0.064,0.490670143604742,
3397,THYM,T cell CD4+ naive_CIBERSORT-ABS,0.457,1.7501956657294e-07,***
3398,THYM,T cell CD4+ memory resting_CIBERSORT-ABS,-0.014,0.877284184809332,
3399,THYM,T cell CD4+ memory activated_CIBERSORT-ABS,-0.263,0.00382453823926714,**
3400,THYM,T cell follicular helper_CIBERSORT-ABS,0.354,7.74307751624232e-05,***
3401,THYM,T cell regulatory (Tregs)_CIBERSORT-ABS,0.335,0.000191608302451735,***
3402,THYM,T cell gamma delta_CIBERSORT-ABS,-0.211,0.0209732415982643,*
3403,THYM,NK cell resting_CIBERSORT-ABS,0.133,0.15025637074963,
3404,THYM,NK cell activated_CIBERSORT-ABS,-0.318,0.000425083578091736,***
3405,THYM,Monocyte_CIBERSORT-ABS,0.017,0.853472476462234,
3406,THYM,Macrophage M0_CIBERSORT-ABS,-0.285,0.00167019275924511,**
3407,THYM,Macrophage M1_CIBERSORT-ABS,-0.363,4.89397946160443e-05,***
3408,THYM,Macrophage M2_CIBERSORT-ABS,-0.473,5.46448362565642e-08,***
3409,THYM,Myeloid dendritic cell resting_CIBERSORT-ABS,0.297,0.0010423536806728,**
3410,THYM,Myeloid dendritic cell activated_CIBERSORT-ABS,-0.118,0.199526171171871,
3411,THYM,Mast cell activated_CIBERSORT-ABS,-0.37,3.52890516234508e-05,***
3412,THYM,Mast cell resting_CIBERSORT-ABS,-0.076,0.413927123307078,
3414,THYM,Neutrophil_CIBERSORT-ABS,0.114,0.215378303157089,
3415,THYM,B cell_QUANTISEQ,-0.298,0.00101408166974903,**
3416,THYM,Macrophage M1_QUANTISEQ,-0.45,2.90101449099298e-07,***
3417,THYM,Macrophage M2_QUANTISEQ,-0.467,8.3136069221348e-08,***
3418,THYM,Monocyte_QUANTISEQ,-0.024,0.796449939953012,
3419,THYM,Neutrophil_QUANTISEQ,-0.175,0.0574393622132106,
3420,THYM,NK cell_QUANTISEQ,-0.26,0.00423178589559908,**
3421,THYM,T cell CD4+ (non-regulatory)_QUANTISEQ,-0.19,0.0385676525033891,*
3422,THYM,T cell CD8+_QUANTISEQ,0.776,3.9673386665054e-25,***
3423,THYM,T cell regulatory (Tregs)_QUANTISEQ,-0.26,0.00434509818421652,**
3424,THYM,Myeloid dendritic cell_QUANTISEQ,-0.377,2.39104803415385e-05,***
3425,THYM,uncharacterized cell_QUANTISEQ,-0.759,1.4144234365924e-23,***
3426,THYM,T cell_MCPCOUNTER,0.636,7.70255283591359e-15,***
3427,THYM,T cell CD8+_MCPCOUNTER,0.741,5.56174343767394e-22,***
3428,THYM,cytotoxicity score_MCPCOUNTER,0.722,1.90798886016734e-20,***
3429,THYM,NK cell_MCPCOUNTER,-0.296,0.00107033321261926,**
